rowname	genename	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name.GENENAME	MUT_12DPA_R1	MUT_12DPA_R2	MUT_12DPA_R3	WT_12DPA_R1	WT_12DPA_R2	MUT_14DPA_R1	MUT_14DPA_R2	MUT_14DPA_R3	WT_14DPA_R1	WT_14DPA_R2
ENSMUSG00000018569	NA	25.1943805735149	-2.75538179339615	0.43173454740463	-6.38212024022658	1.74652739194887e-10	3.99337470074749e-09	Cldn7	0.11	0.07	0.28	0.46	0.38	0.04	0.3	0.02	0.48	0.4
ENSMUSG00000018581	NA	220.756785905858	-2.19629123605807	0.319857457577954	-6.86646874732566	6.58105851580009e-12	1.99649416358197e-10	Dnah11	0.08	0.06	0.07	0.38	0.26	0.09	0.05	0.12	0.27	0.23
ENSMUSG00000018593	NA	97385.8607090898	-1.53026877211467	0.188518495837213	-8.11734023931566	4.7651146838582e-16	2.79447130491754e-14	Sparc	304.88	360.89	433.11	873.38	945.5	205.35	441.24	338.69	660.06	719.51
ENSMUSG00000018634	NA	6.22719421201383	-3.11141770279258	0.974818476959907	-3.1917918836499	0.00141393169969709	0.00542729487403895	Crhr1	0	0	0.03	0.02	0.09	0	0	0.01	0.01	0.08
ENSMUSG00000018819	NA	2631.1358739234	-1.51336714444738	0.293557027109577	-5.15527480077142	2.53259244904451e-07	2.77502152887081e-06	Lsp1	18.51	14	13.92	38.21	34.58	6.32	16.42	10.51	21.32	15.18
ENSMUSG00000018830	NA	290.222840366462	-1.70986940723053	0.32519328835581	-5.25800952373802	1.45622980008008e-07	1.6972363415209e-06	Myh11	0.22	0.33	0.4	0.48	0.48	0.1	0.35	0.22	0.88	0.89
ENSMUSG00000018868	NA	5.32020575133174	2.28995332177087	0.85357691357409	2.68277326314086	0.00730144740475019	0.0219782408324805	Pnpla5	0.04	0.06	0.07	0	0.02	0.03	0.02	0.07	0.01	0.01
ENSMUSG00000018907	NA	1260.53729583548	2.54398296082524	0.823810413413434	3.0880684674576	0.00201462049573627	0.00735499876293019	Alox12e	19.6	7.38	11.2	0.28	0.41	7.19	6.31	5.17	0.17	4.19
ENSMUSG00000018916	NA	24.36770461645	4.71606977516682	0.941100346735879	5.01122945233638	5.40833805580947e-07	5.54313048120041e-06	Csf2	0.9	0.66	0.41	0	0.04	0.07	0.73	1.46	0	0.05
ENSMUSG00000018919	NA	6.15252778629912	2.55077530406439	0.962649316025162	2.64974509574961	0.0080552521000991	0.0238549473199059	Tm4sf5	0.09	0.03	0.15	0.04	0	0.26	0.05	0.16	0.06	0.07
ENSMUSG00000018924	NA	40.6648799151445	-2.39119073043832	0.371285203384034	-6.44030709719669	1.19232006763408e-10	2.84908044855748e-09	Alox15	0.1	0.09	0.13	0.71	0.37	0.06	0.14	0.07	0.39	0.33
ENSMUSG00000018930	NA	49.424597737152	5.35851595011397	0.905256921750605	5.91933165200389	3.23252529260717e-09	5.6080946612888e-08	Ccl4	0.32	1.2	8.61	0.02	0.05	0.82	1.3	1.24	0.07	0
ENSMUSG00000018986	NA	55.3864228859023	-1.52541062328006	0.322572747579826	-4.72888870719798	2.25752081569786e-06	1.96956569855672e-05	Slfn3	0.16	0.24	0.38	0.54	0.5	0.07	0.19	0.18	0.31	0.42
ENSMUSG00000019102	NA	1108.8661208324	2.17257774194379	0.320318404992837	6.78255669383836	1.1806750500586e-11	3.41391370811216e-10	Aldh3a1	6.64	16.8	13.71	1.25	1.89	13.6	12.66	5.41	1.79	2.81
ENSMUSG00000019326	NA	163.729440323287	-2.37730069337144	0.379416416211622	-6.26567694963805	3.71209198099539e-10	7.91611932694984e-09	Aoc3	0.16	0.17	0.22	0.47	0.54	0.04	0.21	0.14	0.79	0.55
ENSMUSG00000019429	NA	31.4118300365449	-4.10712882955287	0.717597092072948	-5.72344686861601	1.04384222621659e-08	1.60825090449929e-07	Ffar3	0.07	0.07	0.02	0.13	0.65	0.03	0.04	0	0.1	0.96
ENSMUSG00000019467	NA	338.460961988769	-1.73727083483698	0.271420215787565	-6.40066853456746	1.54698085493534e-10	3.60006644151942e-09	Arhgef25	0.99	1.32	1.05	2.46	3.29	0.49	1.35	0.85	2.67	2.59
ENSMUSG00000019539	NA	1994.85102282124	-1.99591563102666	0.332613610579853	-6.0007034214479	1.96464549094924e-09	3.56828469484837e-08	Rcn3	11.31	8.8	15.41	31.7	37.24	2.9	10.51	5.24	19.49	18.94
ENSMUSG00000019775	NA	61.1936751319182	-2.15088338194807	0.416867975335634	-5.15962729019019	2.47441942033468e-07	2.7166417564716e-06	Rgs17	0.03	0.09	0.03	0.18	0.08	0.06	0.11	0.05	0.15	0.18
ENSMUSG00000019789	NA	80.1146159157633	-1.85332487155995	0.392587404735237	-4.72079554566922	2.34923988313406e-06	2.0357226978979e-05	Hey2	0.13	0.24	0.14	0.55	0.64	0.05	0.26	0.22	0.36	0.49
ENSMUSG00000019831	NA	148.388602310321	-1.83150732059492	0.259264303789697	-7.06424792701333	1.61488197696168e-12	5.43350693460542e-11	Wasf1	0.36	0.4	0.56	0.78	1.53	0.24	0.24	0.17	0.52	0.82
ENSMUSG00000019846	NA	3129.42222588429	-1.62225160604786	0.226904053065406	-7.14950475380113	8.70915326512248e-13	3.10601600922088e-11	Lama4	3.67	4.04	4.85	8.13	10.46	1.55	3.71	2.53	7.06	6.66
ENSMUSG00000019880	NA	66.5579443241678	-1.71176695278908	0.492584388559373	-3.47507349511292	0.000510713407014979	0.00228793571618644	Rspo3	0.21	0.08	0.14	0.29	0.58	0.03	0.23	0.07	0.2	0.33
ENSMUSG00000019890	NA	34.001414898388	-3.05894281467301	0.497310930724924	-6.15096637874825	7.70122450597055e-10	1.5397826428204e-08	Nts	0.05	0.01	0.13	0.61	0.42	0.08	0.11	0.14	0.67	0.5
ENSMUSG00000019894	NA	59.5451533213576	-1.98458969413734	0.377090347774448	-5.26290239421456	1.41798867165875e-07	1.65741776889615e-06	Slc6a15	0.09	0.06	0.16	0.42	0.13	0.07	0.12	0.08	0.4	0.51
ENSMUSG00000019899	NA	3577.27413738992	-1.53091943631973	0.300787272983024	-5.0897081553252	3.58615010040358e-07	3.8091409389172e-06	Lama2	2.38	4.46	2.9	6.53	6.62	2.65	5.22	3.59	9.03	8.94
ENSMUSG00000019906	NA	28.2881974142086	-1.84580935654444	0.467477976877136	-3.94844131241195	7.86616943835405e-05	0.000445767444694749	Lin7a	0.04	0.09	0.04	0.2	0.2	0.04	0.14	0.08	0.25	0.12
ENSMUSG00000019932	NA	22.3719129181226	-2.6014565230699	0.472970019203108	-5.50025671278913	3.79238692470985e-08	5.09783730678309e-07	Kera	0.04	0.05	0.08	0.1	0.17	0.01	0.02	0.03	0.16	0.27
ENSMUSG00000019935	NA	7.84569349411416	1.62072504590461	0.621937988878275	2.60592707775858	0.00916259665127396	0.026530432410808	Slc17a8	0.03	0.02	0.02	0.01	0.01	0.02	0.04	0.08	0.01	0.01
ENSMUSG00000019990	NA	319.617725934686	-1.51530013051562	0.237748882984165	-6.37353207088061	1.84723626116243e-10	4.19151497679295e-09	Pde7b	0.61	0.75	0.84	1.83	1.26	0.35	0.94	0.5	1.39	1.46
ENSMUSG00000020017	NA	13054.1773372252	1.70553598233758	0.35580720683844	4.7934273099533	1.63955882894103e-06	1.48004619490584e-05	Hal	57.82	30.5	50.99	26.42	16.26	106.78	70.65	58.28	16.36	26.24
ENSMUSG00000020020	NA	2.92510080604654	-3.10871806407614	1.29536850860691	-2.39987157586483	0.0164008247320729	0.042713954012928	Usp44	0	0	0.01	0.01	0.03	0	0.01	0	0.01	0.04
ENSMUSG00000020037	NA	6.79306693905696	-5.60533261704993	1.14891551284462	-4.87880314469043	1.06731523447159e-06	1.01173222709871e-05	Rfx4	0.01	0	0	0.02	0.09	0	0	0	0.02	0.06
ENSMUSG00000020067	NA	54.2804407015547	-7.74286718346313	0.791037350250146	-9.78824474092739	1.26472273466519e-22	1.72655386441383e-20	Mypn	0	0	0	0.21	0.4	0.01	0	0	0.15	0.17
ENSMUSG00000020099	NA	7533.49296676785	-2.01944213183908	0.178854010397991	-11.2910083891626	1.45359335125011e-29	3.84279321667786e-27	Unc5b	5.9	8	9.36	16.92	31.96	5.92	6.42	5.05	11.86	25.83
ENSMUSG00000020102	NA	331.696417988351	-1.71584733392228	0.390051037564829	-4.3990328666594	1.08734359961859e-05	7.82953205864578e-05	Slc16a7	0.96	0.44	1.63	0.7	1.48	0.17	0.3	0.38	0.88	1.56
ENSMUSG00000020154	NA	2518.48318911069	-1.89476446597911	0.197451980969391	-9.5960772673779	8.30449899797521e-22	9.96715851636699e-20	Ptprb	0.97	1.6	1.81	3.26	4.48	0.81	1.49	1.14	3.6	3.97
ENSMUSG00000020176	NA	4033.25511798285	-1.99259934602968	0.243772147621519	-8.17402383935752	2.98270843973743e-16	1.82636062734658e-14	Grb10	4.45	4.33	5.9	14.1	17.83	1.84	4.94	3.55	9.01	10.68
ENSMUSG00000020183	NA	14637.7451461414	-2.56462533544661	0.285367206504536	-8.9871060058397	2.53825771920798e-19	2.36171409572117e-17	Cpm	14.07	21.93	18.11	62.27	157.51	22.72	13.8	12.74	31.54	74.64
ENSMUSG00000020186	NA	1243.94736582403	-1.80641190415135	0.28505086713639	-6.33715631984738	2.3404450825844e-10	5.21822126511958e-09	Csrp2	16.44	11.92	17.72	47.31	44.73	5.12	14.54	10.74	26.18	22.89
ENSMUSG00000020191	NA	18.611436406338	2.05541150301543	0.616954335933969	3.33154559956836	0.00086365149497325	0.00357902852669308	4930415F15Rik	0.27	0.54	0.56	0.02	0.1	0.31	0.39	0.07	0.06	0.01
ENSMUSG00000020193	NA	59.7236672384914	1.51608616859739	0.240649281736287	6.29998210532278	2.97680009199719e-10	6.50637867876814e-09	Zpbp	0.24	0.25	0.21	0.06	0.07	0.19	0.21	0.15	0.05	0.04
ENSMUSG00000020297	NA	53.9166785025166	-1.95664079183062	0.281343605751207	-6.95463039441133	3.53487555453824e-12	1.13655120387711e-10	Nsg2	0.18	0.17	0.22	0.47	0.45	0.09	0.12	0.1	0.18	0.53
ENSMUSG00000020312	NA	396.880704807473	-1.78507754138184	0.311359904775467	-5.73316446338565	9.85739662014627e-09	1.5300553654104e-07	Shc2	0.77	0.73	1.16	1.79	2.01	0.27	0.97	0.34	1.82	1.77
ENSMUSG00000020357	NA	574.203020954438	-2.72816359991732	0.275333841188406	-9.90856622688266	3.82089840114122e-23	5.68188061348277e-21	Flt4	0.2	0.2	0.33	1.49	2.21	0.45	0.33	0.29	1.4	1.35
ENSMUSG00000020363	NA	218.246682973222	-1.70751843074771	0.245837991489603	-6.94570607415625	3.76572082431349e-12	1.20380192569945e-10	Gfpt2	0.47	0.49	0.93	1.26	1.39	0.26	0.36	0.26	0.88	1.02
ENSMUSG00000020407	NA	88.0559130663258	-1.7252580569632	0.3926164944135	-4.3942577082515	1.11151895602026e-05	7.99324188796091e-05	Upp1	0.67	0.59	1.38	1.52	1.42	0.24	0.68	0.32	1.57	2.22
ENSMUSG00000020435	NA	1108.74434582952	-3.50262141342379	0.296801316103606	-11.8012327553194	3.84634965708481e-32	1.28121907077495e-29	Osbp2	0.6	0.84	1.4	5.16	10.74	0.38	0.41	0.37	2.69	4.15
ENSMUSG00000020467	NA	644.070356518159	1.99989143266018	0.316998889059509	6.3088278908282	2.81156556533221e-10	6.1695157431631e-09	Efemp1	5.75	5.82	8.07	0.53	1.28	6.77	4.57	5.99	0.6	2.5
ENSMUSG00000020469	NA	13.7456250645655	2.31595650958357	0.976063395728279	2.37275213855915	0.0176561077648565	0.0453730095392199	Myl7	1.85	1.47	0.13	0.03	0.15	0.16	0.14	0.06	0.1	0.08
ENSMUSG00000020542	NA	40.3553064572817	-3.00611859710583	0.418664219651878	-7.18026154612745	6.9578183664258e-13	2.51918401940917e-11	Myocd	0.02	0.02	0.04	0.14	0.08	0.07	0.02	0.01	0.28	0.21
ENSMUSG00000020581	NA	3.51882783986077	3.39867577085669	1.25496957306641	2.70817384245606	0.00676545740903737	0.0206257904352036	Agr2	0.2	0.05	0.19	0	0.02	0.04	0.08	0.11	0	0.01
ENSMUSG00000020583	NA	192.551619516198	-3.08808410598137	0.401922485180869	-7.68328277178048	1.55062796745518e-14	7.66341507358041e-13	Matn3	0.29	0.19	0.15	1.65	1.92	0.06	0.27	0.12	0.79	0.62
ENSMUSG00000020589	NA	1857.61017144266	-3.02944026630683	0.225869164330112	-13.4123676212802	5.11784744543817e-41	3.70598909581621e-38	Fam49a	1.5	1.34	1.98	7.22	14.9	0.81	0.92	1.09	3.65	7.59
ENSMUSG00000020598	NA	286.173694243822	-3.40537589865585	0.48587810607688	-7.00870415041303	2.40535460412046e-12	7.91722943312772e-11	Nrcam	0.15	0.36	0.56	0.8	2.17	0.35	0.23	0.17	0.44	4.88
ENSMUSG00000020599	NA	78.0593064683001	-1.75803870334066	0.303916319905212	-5.78461434347776	7.26788732093969e-09	1.15873886701975e-07	Rgs9	0.29	0.28	0.26	0.43	0.85	0.12	0.12	0.11	0.4	0.47
ENSMUSG00000020651	NA	344.255699874293	-3.05758503876217	0.176175829532758	-17.3553037716428	1.79846649836231e-67	3.74418244127804e-64	Slc26a4	0.45	0.27	0.36	2.43	2.44	0.32	0.22	0.31	1.45	2.17
ENSMUSG00000020704	NA	18.6134962429553	-1.74040435021693	0.435287801298525	-3.99828422718269	6.38033074967234e-05	0.000371813886059457	Asic2	0.02	0.05	0.06	0.1	0.07	0.01	0.04	0.02	0.08	0.08
ENSMUSG00000020717	NA	2682.41839471593	-1.84185471182242	0.180812315913838	-10.186555614387	2.27688716428562e-24	3.86954650216091e-22	Pecam1	3.84	5.34	7.44	11.1	15.79	2.89	4.27	4.51	11.1	13.76
ENSMUSG00000020722	NA	61.6719059365246	-2.61768613089956	0.401950329143622	-6.51246171753781	7.39290595580508e-11	1.8350051966309e-09	Cacng1	0.32	0.29	0.28	0.61	1.07	0.15	0.16	0.09	0.5	1.88
ENSMUSG00000020732	NA	26.694914985704	-1.54261399305391	0.456113763394045	-3.38208165781925	0.000719387569114296	0.00305492094941321	Rab37	0.08	0.1	0.12	0.17	0.39	0.02	0.13	0.06	0.14	0.11
ENSMUSG00000020734	NA	7.8692317847146	-4.11487163435685	1.45516388055728	-2.82777197079754	0.00468731812283092	0.0150679952394806	Grin2c	0.01	0	0	0	0.04	0	0	0	0	0.09
ENSMUSG00000020787	NA	11.1856875208408	-1.73977022643345	0.578378709143977	-3.00801222266355	0.00262962561627375	0.00922423970352138	P2rx1	0.05	0.03	0.06	0.03	0.17	0.02	0.03	0.02	0.06	0.11
ENSMUSG00000020793	NA	22.2649250197575	-2.42081488004876	0.517481599365625	-4.6780694869468	2.89588418987564e-06	2.44951504227419e-05	Galr2	0.03	0.04	0.08	0.22	0.15	0.04	0.1	0.02	0.23	0.23
ENSMUSG00000020805	NA	472.50312820996	-2.90483706349309	0.63143522816067	-4.60037219012105	4.21736721350364e-06	3.41635461774821e-05	Slc13a5	1.02	0.3	0.68	2.68	3.82	0.11	0.73	0.11	2.72	2.89
ENSMUSG00000020811	NA	97.582942627149	-2.00367363236993	0.25022454278583	-8.0075024218743	1.17061440743041e-15	6.52059630627208e-14	Wscd1	0.27	0.17	0.23	0.59	0.95	0.11	0.2	0.21	0.58	0.57
ENSMUSG00000020836	NA	46.2175308272382	-3.69825657425342	0.346381733589488	-10.6768233299403	1.30666710713194e-26	2.75475198345347e-24	Coro6	0.06	0.06	0.05	0.64	0.52	0.03	0.02	0.02	0.46	0.3
ENSMUSG00000020891	NA	12368.7643770766	2.5532004261958	0.378549169637751	6.74469958193031	1.53343971566364e-11	4.30958581505414e-10	Alox8	122.68	98.25	27.44	7.53	14.23	36.2	46.25	67.96	4.36	11.2
ENSMUSG00000020907	NA	15.3934866634352	-1.63399722601184	0.491949748475715	-3.32147181917403	0.000895440244484306	0.00369788179317781	Rcvrn	0.06	0.23	0.06	0.27	0.46	0.08	0.1	0.12	0.12	0.26
ENSMUSG00000020913	NA	157986.642616766	1.53316113923836	0.318669833613665	4.81112730958106	1.50081377387787e-06	1.36590455759213e-05	Krt24	918.74	1194.37	1013.57	591.57	256.47	1736.12	1471.99	1591.26	321.49	301.51
ENSMUSG00000020928	NA	20.3387232932316	-2.02439289473764	0.659113783425059	-3.07138607270198	0.00213067456991847	0.00773411496978244	Higd1b	0.11	0.15	0.22	0.54	0.68	0.02	0.42	0.27	0.93	0.54
ENSMUSG00000020990	NA	15.1499686480776	1.94659703833965	0.608324850375769	3.19993016418319	0.00137460890253533	0.00530078982906364	Cdkl1	0.22	0.11	0.1	0.02	0.05	0.09	0.09	0.31	0.03	0.03
ENSMUSG00000021061	NA	47.3572145766273	1.77675285048696	0.459358986741278	3.86789613737909	0.000109778401284567	0.000595750822220419	Sptb	0.08	0.1	0.22	0.02	0.01	0.04	0.03	0.04	0.02	0.02
ENSMUSG00000021136	NA	38.7114975427728	2.0750172358022	0.480238159958875	4.3208087336914	1.55458381726069e-05	0.000107657353332544	Smoc1	0.19	0.12	0.51	0.05	0.04	0.12	0.09	0.12	0.01	0.04
ENSMUSG00000021209	NA	209.413081768513	-1.81268388549094	0.271399340686912	-6.6790283311044	2.40531665358527e-11	6.51391038462809e-10	Ppp4r4	0.4	0.86	0.26	0.78	1.87	0.51	0.55	0.27	0.52	0.74
ENSMUSG00000021216	NA	14.9538762048725	2.72195957282644	0.5328636461967	5.10817277976148	3.25289136654098e-07	3.48853224145138e-06	Tubal3	0.08	0.14	0.09	0.03	0.03	0.1	0.13	0.16	0.01	0.03
ENSMUSG00000021221	NA	25.016175793617	-1.50116729865866	0.407591602685182	-3.68301821914163	0.000230488679326718	0.00114215678494094	Dpf3	0.3	0.18	0.12	0.23	0.37	0.11	0.17	0.04	0.26	0.43
ENSMUSG00000021313	NA	48.3502599849991	-2.34115178078194	0.396494141060982	-5.90463146445805	3.53435936602197e-09	6.04982068253811e-08	Ryr2	0.05	0.09	0.03	0.16	0.25	0.01	0.02	0.02	0.13	0.14
ENSMUSG00000021356	NA	23.3801835378093	1.63429653046069	0.468958634997085	3.48494815639944	0.000492232402852161	0.00221930987263204	Irf4	0.06	0.09	0.11	0.01	0.01	0.05	0.07	0.09	0.04	0.02
ENSMUSG00000021381	NA	2.57340779588164	-5.1972950694255	1.56626200568684	-3.31827947722345	0.00090573810156565	0.00373023444153707	Barx1	0	0	0	0.08	0.09	0	0	0	0.02	0.01
ENSMUSG00000021388	NA	5215.78104654185	-1.59229745863101	0.270347334850904	-5.88982117951767	3.8661373047326e-09	6.55040862770311e-08	Aspn	12.47	13.92	19.28	38.18	37.35	6.29	21.38	12.84	27.5	33.52
ENSMUSG00000021416	NA	16.5542419532385	-1.586054479681	0.493319871694211	-3.21506302641734	0.00130415884676679	0.00507141423973566	Eci3	0.13	0.07	0.19	0.1	0.29	0.09	0.07	0.05	0.14	0.36
ENSMUSG00000021453	NA	354.948072415135	-2.05308443964591	0.318371141151923	-6.44871401414553	1.12803190002359e-10	2.70711401943701e-09	Gadd45g	2.75	2.66	3.16	5.37	15.01	1.42	1.2	1.31	3.42	5.19
ENSMUSG00000021456	NA	272.335282994165	-2.02843458524726	0.217904644093282	-9.30881759628269	1.29263293051742e-20	1.35401267029985e-18	Fbp2	0.93	1.67	1.85	3.27	4.47	0.61	1.04	0.93	2.64	4.23
ENSMUSG00000021469	NA	2620.99739529032	-3.0284068927321	0.304570414748208	-9.94320769873766	2.69990267601355e-23	4.08789809718234e-21	Msx2	4.55	3.12	5.17	15.71	28.87	1.19	3.16	2.65	11.79	30.62
ENSMUSG00000021536	NA	130.230189909122	-1.61635128880043	0.310095671982446	-5.21242775968808	1.86385158300105e-07	2.11604963291632e-06	Adcy2	0.13	0.25	0.27	0.47	0.59	0.08	0.27	0.13	0.38	0.37
ENSMUSG00000021556	NA	868.834760410368	-1.56941108456048	0.225542860410846	-6.95837182210806	3.44227724864004e-12	1.10891929547582e-10	Golm1	2.7	2.06	3.83	4.54	6.4	0.79	2.12	1.19	3.29	4.49
ENSMUSG00000021604	NA	2324.15908820057	1.6450493265868	0.260176913073523	6.32281053362305	2.56848158917542e-10	5.66596832684988e-09	Irx4	18.22	22.7	23.54	3.31	5.81	9.5	8.56	8.28	1.93	4.1
ENSMUSG00000021613	NA	1032.65314968895	-3.13666323402351	0.344047687429765	-9.11694322800479	7.72730436875423e-20	7.61528131725453e-18	Hapln1	0.52	0.45	0.84	3.88	3.78	0.13	0.71	0.38	2.47	3.26
ENSMUSG00000021728	NA	1117.16803034641	1.63256798898846	0.329771242801113	4.95060750331426	7.39821762915612e-07	7.3294531674533e-06	Emb	6.33	5.35	16.56	2.1	1.58	4.49	3.39	3.35	1.08	1.68
ENSMUSG00000021732	NA	298.038631931425	-1.9884735958708	0.290991363349788	-6.83344540875785	8.2899052349287e-12	2.47878584717662e-10	Fgf10	0.39	0.28	0.41	0.93	1.13	0.19	0.53	0.35	1.01	1.4
ENSMUSG00000021749	NA	4.81325850341719	5.3471988053186	1.58152628048455	3.381036958602	0.000722128292067127	0.00306499661171713	Oit1	0.28	0.18	0.02	0	0	0.01	0.01	0.05	0	0
ENSMUSG00000021806	NA	1678.27589089747	-2.12772695306142	0.219075676285306	-9.71229206792654	2.67258409830806e-22	3.5048730832536e-20	Nid2	1.7	1.86	2.65	5.82	9.15	0.96	1.63	1.24	3.68	4.32
ENSMUSG00000021835	NA	565.550010204144	-1.88092884522535	0.215246567148847	-8.73848475327668	2.36257781434788e-18	2.03034779291255e-16	Bmp4	2.61	3.77	2.6	9.79	9.88	2.22	2.9	3.76	6.56	7.69
ENSMUSG00000021852	NA	9.05774671631818	2.51910837212506	0.708897941924826	3.55355577036248	0.000380060603108175	0.00177308385007469	Slc35f4	0.05	0.04	0.09	0.02	0	0.05	0.06	0.08	0	0.01
ENSMUSG00000021886	NA	17.5208223968595	-1.66843177411459	0.486348123006575	-3.43052989245737	0.000602403595542231	0.00262444814445182	Gpr65	0.05	0.02	0.13	0.12	0.19	0.02	0.06	0.06	0.1	0.13
ENSMUSG00000021890	NA	8099.91054043378	-1.74563501441412	0.202214160047734	-8.63260522409534	5.99701318084909e-18	4.92020958261289e-16	Eaf1	12.15	16.19	18.22	35.78	70.57	9.97	10.81	8.82	20.13	23.99
ENSMUSG00000021974	NA	93.4298121763895	-2.58144226538003	0.492371978002418	-5.24286998592629	1.58097944833298e-07	1.82982715163209e-06	Fgf9	0.18	0.2	0.1	0.94	0.33	0.03	0.28	0.13	0.54	0.88
ENSMUSG00000021983	NA	108.606386468694	1.51143735553303	0.257472978093692	5.87027565658962	4.35071142929003e-09	7.27521072839613e-08	Atp8a2	0.26	0.22	0.17	0.05	0.05	0.09	0.25	0.14	0.04	0.06
ENSMUSG00000021986	NA	16.5121027216191	2.05326573748836	0.767311752659228	2.67592113684232	0.00745241788426137	0.0223277603638016	Amer2	0.05	0.04	0.08	0.01	0	0.02	0.03	0.05	0	0.04
ENSMUSG00000022032	NA	243.796451993346	-1.62491782580566	0.352399724219894	-4.61100765445471	4.00721780573903e-06	3.27800651053947e-05	Scara5	0.21	0.67	0.48	0.75	1.01	0.14	0.49	0.37	0.9	1.04
ENSMUSG00000022037	NA	9580.91707645382	1.5299852365638	0.214312918575276	7.13902478084355	9.39953895192126e-13	3.33793861928035e-11	Clu	97.34	106.57	95.42	29.89	28.28	153.78	92.99	99.74	28.6	29.11
ENSMUSG00000022057	NA	9.68792969224146	2.74200444298858	0.791225946647255	3.46551380753825	0.00052921935157649	0.0023535776503355	Adamdec1	0.06	0.08	0.15	0	0.02	0.09	0.02	0.04	0.01	0
ENSMUSG00000022061	NA	2.08518524354066	4.14644001221154	1.72748753625195	2.40027202813161	0.0163828919412397	0.0426872755446412	Nkx3-1	0	0.02	0.04	0	0	0	0.01	0	0	0
ENSMUSG00000022122	NA	368.508260014419	-1.90071668650875	0.202716833607277	-9.37621534771508	6.8383337793832e-21	7.44395092128282e-19	Ednrb	0.46	0.63	0.77	1.18	1.96	0.38	0.55	0.3	1.21	1.62
ENSMUSG00000022129	NA	425.129793644863	3.48433052772965	0.443292578295885	7.86011473759428	3.83781753664872e-15	1.99746409602764e-13	Dct	1.33	1.34	9.7	0.27	0.29	3.88	6.22	2.93	0.23	0.17
ENSMUSG00000022180	NA	10579.1762722791	-2.04125465133305	0.301615744284615	-6.76773242117911	1.30816401131776e-11	3.7499951133386e-10	Slc7a8	17.46	12.67	21.68	37.08	75.1	15.82	8.61	4.68	28.27	35.13
ENSMUSG00000022220	NA	216.795956056132	-1.94398065629878	0.237649409273053	-8.1800357183518	2.83759748387983e-16	1.75037726274143e-14	Adcy4	0.31	0.56	0.57	1.83	1.34	0.22	0.49	0.28	1.6	0.79
ENSMUSG00000022227	NA	5.50124168738284	3.41707014733233	1.06115353800695	3.22014677890084	0.00128124977429147	0.00500920539690713	Mcpt1	0.09	0.27	0.18	0	0	0.09	0.06	0.05	0.02	0.01
ENSMUSG00000022229	NA	926.206351525827	4.20133605988647	0.297346784939475	14.1294147866494	2.50214951229708e-45	2.19333158564779e-42	Atp12a	3.3	5.72	3.38	0.09	0.56	4.98	4.38	2.89	0.13	0.28
ENSMUSG00000022243	NA	15.550220546912	6.30876257620719	1.47397951753116	4.28008836023314	1.86819126921937e-05	0.000125766877885403	Slc45a2	0.01	0	0.34	0	0	0.07	0.12	0.07	0	0
ENSMUSG00000022262	NA	11.2334328243411	2.01636163339683	0.582216717213418	3.46324929151375	0.00053369368585972	0.00236967964222704	Dnah5	0.01	0.02	0.01	0.01	0	0.01	0.01	0.01	0	0
ENSMUSG00000022296	NA	132.73751901353	-2.08190149618228	0.352423343172451	-5.90738819239777	3.47574067452752e-09	5.97404137608419e-08	Baalc	0.38	0.32	0.27	0.83	1.02	0.09	0.42	0.14	0.69	1.13
ENSMUSG00000022309	NA	257.05324571235	-2.09134139983366	0.30949440964749	-6.75728328086981	1.40603123022385e-11	3.98934414640173e-10	Angpt1	0.48	0.3	0.29	1.15	1.2	0.13	0.41	0.19	0.89	0.72
ENSMUSG00000022311	NA	4.95714778571901	-2.47945700444813	1.03835346438525	-2.38787377274854	0.0169461610319253	0.0438778396202736	Csmd3	0.02	0	0.01	0.02	0.01	0	0.03	0	0.01	0.01
ENSMUSG00000022321	NA	33.1155058592663	-1.57841671520813	0.395728806705331	-3.98863233725479	6.6455326305211e-05	0.000384577296599475	Cdh10	0.1	0.11	0.08	0.19	0.28	0.03	0.06	0.04	0.06	0.12
ENSMUSG00000022342	NA	76.2132552871355	2.61272318521286	0.278581523808338	9.3786664294736	6.68123920412717e-21	7.32079203583802e-19	Kcnv1	0.37	0.48	0.26	0.03	0.05	0.2	0.38	0.34	0.03	0.04
ENSMUSG00000022375	NA	6.42513382602454	-1.99922840385606	0.728845783554343	-2.74300606378825	0.00608795612586251	0.0188108638909429	Lrrc6	0.02	0.01	0.04	0.02	0.08	0.01	0.01	0.01	0.02	0.1
